First,Second,Count
CHOP,WOOD,29224
DEAD,DAME,62
POWS,FROM,6117
AWAY,HEAT,5771
BEEN,FOUR,127411
DICK,CAME,10180
BEEN,VERY,4148518
PSOE,CAME,208
SNOW,FOUR,1342
ENDS,WITH,1486425
SOLE,WISE,125
WITH,MANY,6477122
NETS,WHEN,3636
LAST,COME,73100
SKIN,HATS,1097
BLUE,NAME,736
HELP,ONLY,38937
DISK,ONLY,4951
THAT,ROBS,19451
HEAD,LOGS,533
GAIT,MADE,1191
EVER,NEWS,330
NECK,OPEN,2278
SAKA,ERAS,183
FIGS,WERE,8802
FILM,LIST,2426
MEAL,INTO,15417
TOOK,TONY,2174
CASE,ABLY,433
TEEN,MAGS,219
WERE,DONE,1049500
THEY,WISH,1191166
MORE,WIDE,75590
CMOS,GATE,7136
ADAM,WEIR,542
THAT,SEEP,3049
THAT,ARCS,3134
DONG,YANG,747
WILL,STAR,3310
IRON,DUKE,35690
JACK,HEAP,47
HUME,SHOT,55
FIVE,OAKS,5408
TICK,WHEN,1695
ELLI,AVEA,129
DOSE,WITH,28425
MORE,EASY,372530
OVER,FISH,17049
THEY,FEAR,371796
ONLY,GAME,47901
BEAT,DALE,100
LIVY,TAKE,124
WERE,YUMA,72
KEEP,PARK,180
CEOS,SUCH,461
VERY,SKIN,9252
HORN,POND,960
SENI,RUPA,3728
WHAT,WEYL,369
ALSO,WILL,548868
TINY,BRAT,47
USED,RAIL,1065
MASS,LOSS,114604
PARA,USOS,474
CITY,FELL,45150
DATA,MUST,234468
CAKE,SOME,372
HAVE,VERY,1763935
HOPE,THIS,340303
CLAN,FELL,518
VIEW,ORAL,525
DUMB,ONES,3854
SPOT,NEAR,82024
THAT,SROS,251
FILM,COST,4370
SENT,FROM,1233136
POOR,LENT,88
IEPS,WITH,142
MANY,MORE,3888880
CHEW,THAT,2769
WILL,HURT,135031
BOTH,EASY,29774
DALI,WILL,264
LOUD,THIS,2609
IDEA,WILL,90125
MIKE,NEXT,401
BEEN,MILD,17651
SORT,SOLD,678
LAST,RATE,3252
KING,BORE,4630
FROM,LAKE,348107
TIME,BASE,78492
THEY,SHOW,1438147
STEP,MUST,64014
POND,BOTH,241
BOOK,READ,26121
ONES,TURN,2744
TRAM,NEAR,229
STOP,HERE,288203
ROPE,WITH,81759
QUIS,INDE,150
GOOD,VERY,23513
THIS,SPOT,608500
SAID,WORK,50158
BODY,UPON,58656
LEON,CAME,3621
HAVE,BUEN,354
SOME,KIND,5034033
BRAT,INTO,664
BILL,LINE,549
EVEN,SUCH,550358
WEPT,SAVE,69
CASK,GETS,40
KOON,SAID,285
BODY,NOSE,690
MEET,JEAN,1790
WILL,LEAM,9623
GOOD,ROLE,31444
ROCK,PIER,436
SAME,LEAF,15643
LONG,FILL,1009
BOTH,ROOM,7076
SMUG,WHEN,1638
PIKE,FELT,453
IHIS,TYPE,282
EUER,DONE,61
HAVE,TIED,52240
ROWS,MUST,5779
MUIR,THEN,446
FILE,READ,11640
LEAF,ROOT,961
SOLO,HARP,1130
MILK,HERD,729
MENU,STEP,1667
YEAR,PORT,828
THEY,WILT,7212
COOK,SAID,23209
MUST,IDLE,398
BONE,TURN,322
MADE,BRYN,62
PITS,MUST,2726
TYPE,USED,144911
DAMP,FLAT,582
POOR,KARL,1457
THAN,HINT,9906
UPON,DECK,59204
BODY,WHOM,3994
FROM,GERD,1099
SNOW,KEPT,5376
MENU,HELP,1946
POTS,HAVE,12488
MICE,WITH,156884
SAVE,YOUR,578257
FROM,ACNE,6671
FINE,SLIM,295
ABBE,RENE,599
ONLY,KARL,1674
GOGO,SAYS,114
PAST,GONE,2544
LIKE,COZY,406
SITE,HOME,3918
HERS,SENT,1167
HAVE,GONE,5373040
USES,HEAP,69
THEY,OPEN,219615
SAID,MERE,1336
RUTH,MOHL,522
MISS,BYRD,1428
TIME,CAME,822532
RISK,PAIN,660
FREE,FEMS,886
HERR,BAUM,285
THEN,KEMP,253
REST,WILL,148426
WIND,LIKE,43518
RENT,WALL,150
BULK,FALL,123
DEER,CLAN,2887
BLUE,CLUB,1409
ABLE,LAST,556
ALSO,LOST,225628
MAKE,THEM,6100622
EVER,LEAD,18952
LEFT,WHIG,140
REDD,TOLD,101
IRON,CASE,10268
LOOK,HERE,591271
PACT,EACH,172
ALSO,MUTE,1498
SOME,CLAY,29788
AGRA,UPON,60
ACTH,TEST,2817
ALSO,RUDD,185
GREW,THIN,17819
MOST,FREE,86185
WITH,USMC,191
NEXT,TREE,15675
AXES,WERE,43690
MORE,DAYS,420060
KNEE,WALL,2388
ROCK,AREA,8339
THAT,LUND,1479
MANY,USES,162202
PLUS,NUTS,190
HERB,WITH,28187
MANY,SODA,611
MUST,DRAW,177032
FAIR,RATE,43707
MUSE,MUST,2391
THUS,CASE,2057
GREG,SHUT,90
SAME,BELL,5177
CPAP,WHEN,132
ALAN,KNEW,3240
IOWA,CITY,271471
FLED,FROM,780033
HUGH,WARD,1699
GROW,COLD,53646
FEES,FROM,109748
ITEM,ROWS,152
PHDS,THAN,218
DOES,FIND,53455
DAYS,LIKE,69897
LAKE,ERIE,583665
BACK,UPON,1154745
DOWN,EAST,58433
SAYS,LADY,12408
WEAK,PEAK,2668
VERV,SAFE,41
COOK,GONE,274
MAIS,DOCE,62
SAIL,MUST,2872
FINE,CLAY,36636
YOUR,DEBT,89346
SEEN,LONG,17605
THAT,TEST,228264
STUB,LINK,123
WILL,SEEP,8487
KNOX,USES,237
AXIS,RAYS,1005
HALT,NEAR,7700
ACID,THIS,11208
OVER,MORE,322624
LANE,PAST,2968
JUAN,KNEW,2505
GOUT,DOES,1225
SONG,PAGE,596
OVER,SHAY,113
EYES,WARN,173
EVEN,MAKE,295577
SOME,JUST,75263
HANG,BABY,64
PART,CELL,270
THIS,TEST,1582981
HUGE,KISS,827
PLUS,CORN,771
WHAT,PLAN,33705
RING,NETS,1099
HEAD,SHOT,35173
WITH,CORE,47246
WITH,SIBI,144
DENY,THEN,1251
LIFE,ANEW,43176
PAID,DUES,10043
ARCH,VIEW,489
STOP,CARS,2694
BOTH,HERE,211289
ARMS,HAVE,61661
WHEN,ARCH,1853
YOUR,METE,178
YEAR,THAT,944263
CARS,BLEW,411
HEAP,UPON,29030
SOIL,PASS,348
FERN,GLEN,2736
LOGS,LIKE,2436
ENDS,VERY,5355
ELSE,AWAY,7574
KEEP,WITH,60171
THAT,HYMN,21164
TRUE,RITE,545
EGGS,WILL,45949
FIST,DOWN,33727
JOIN,LIKE,1867
GREW,RICH,58358
SOME,TORS,73
SLOW,TILT,462
PISH,TUSH,323
MOOD,VERY,2221
FORT,WARD,2281
MEET,ONCE,73377
LAYS,THIS,5761
DEAR,EVIE,395
WITH,XXXV,213
WITH,RUPA,801
SLIP,PART,249
BIRD,HOST,543
WHAT,HAIL,441
KNOW,KIDS,4258
THEE,OVER,9700
FROM,JOVE,9868
PART,DARK,3542
FIND,LEGS,223
WHOM,MATH,98
THEN,HELD,334134
SAVE,TIME,401192
RICE,MEAL,5285
CORD,WILL,21911
JEFF,LIKE,437
LATH,WITH,2222
DOWN,THEN,46640
HOMO,ACTU,85
EBBE,MODO,218
BODY,OPTS,55
TEST,LOOK,1051
SOBS,WERE,14276
CALL,BEDS,121
NOUN,WITH,25871
FROM,THUT,204
SURE,LUCK,160
TIES,WITH,1115165
WITH,EASE,835357
WHEN,RENE,5260
THIN,IRON,19222
HAND,WENT,112312
LIMP,DOTH,214
THAT,OPEN,290625
MORE,WILL,531307
RICH,THAT,70102
DROP,LEAD,245
OPEN,MIND,302618
TOOK,OVER,2626993
STAR,TURN,10320
HUGE,PAIL,290
SAID,JOSE,8609
MISS,EAST,1069
EVIL,ROCK,153
CAMP,MACK,333
ARTS,DATA,606
WELL,THET,82
LANG,WITH,2609
SAME,CITV,119
FACE,WHEN,379740
BOAT,RODE,2779
WORK,DONE,2292495
ROTC,CAMP,190
TRIM,SIDE,470
TILL,EASE,167
MORE,THIN,15979
LEAD,BACK,62133
HARD,WORK,2503764
THOU,LIES,504
OWES,MUCH,234927
GIVE,THIS,749863
PITY,BOTH,1619
SHIM,FROM,544
LESS,LAID,1585
FEET,SEES,89
BEET,THAN,516
MADE,UPON,1200916
ROOM,WALL,39367
SONG,ENDS,14167
LLTH,RIBS,88
WITH,NEMI,134
MATH,EACH,260
HILL,ROSE,9405
EVEN,FATE,2411
SAME,NINE,7697
GOLD,BOYS,85
TYPE,JUST,23241
KIND,GOLD,163
GODS,WHEN,14962
HAND,FILM,432
ROME,WALK,52
CITY,PREP,60
MOVE,UPON,42358
SAKE,NAME,90
PICK,TEAM,156
AISC,CODE,941
WEEK,HOLD,269
WARY,FEET,306
THAT,AKAN,806
FROM,DALJ,77
CEOS,WILL,2133
BURY,TIME,91
HOPE,THEY,459740
HARM,BOYS,80
KNOW,LESS,65213
COST,COST,51155
ARMY,PICK,182
FREE,BOTH,15349
HALL,LAMP,3576
ROOT,GROW,1158
BOAT,JOIN,70
SUCH,ARMS,27619
MORE,SELF,430138
MALE,SURE,51
IIIN,IIIM,190
SEEN,GAIL,226
SURF,RACE,253
PIED,SHAG,555
PURE,GIRL,3757
YETT,METT,42
JOSE,TOUS,164
THEN,NACL,122
CHOU,HSIN,2591
TIME,BINS,2540
ANNA,PAYS,118
THAT,WADE,13021
GIFT,SHOP,200258
HYPO,FULL,70
DONE,THAN,93974
FROM,PAND,81
ACTS,GAVE,5393
TYPE,WILL,144873
MORE,CETA,67
FIVE,FEAR,575
NOVA,ACTA,16988
ROOT,WHEN,11382
ARTY,FILM,220
JOSE,LEVY,230
WITH,COPI,207
ONLY,TELL,173157
POET,LAID,875
THAT,RUDE,31732
DREW,FAST,439
VAST,EARS,228
NORM,FROM,12027
MUIR,WILL,647
LONE,SOCK,133
AGED,WOOD,2824
RUNS,HIGH,28875
LAND,RENT,85307
FROM,HERB,5749
RING,ATOM,890
SOME,NOUN,6337
SEND,FIRE,6705
ONLY,TYPE,122424
GREY,BODY,8122
PREY,FISH,5067
FROM,NISC,83
TOBE,ABLE,642
INTO,LIFE,587214
THAT,TULE,492
THEN,TOOK,1013046
WITH,WIND,131275
POOR,TATE,175
SHOT,LONG,3007
FLOW,FLAT,156
TYPE,GAAS,13568
FROM,IDAS,124
BEEN,ARMY,2584
NARA,WILL,279
BOLD,ICON,604
WIDE,SILK,2520
PARK,WILL,27911
MUST,FEEL,468499
TEST,KITS,25604
JACK,LEON,366
RATE,RENT,501
WITH,SLOW,260025
BOTH,BONE,12545
TALK,DIED,3007
WARM,MINE,255
FEEL,SURE,427296
FEEL,DONE,755
MALE,SAME,5319
REAR,HALF,17428
EVER,PUTS,3948
HARD,SIDE,6753
LOSE,FIVE,9555
CAMP,PORT,65
USED,TEAR,5421
SILK,NECK,1622
LIKE,MUNG,297
FEED,BACK,93108
TNIS,SAME,134
WORE,HATS,14972
POOR,JILL,762
SHOP,FARE,465
AREA,NEAR,190631
LIST,FORM,13720
PLAT,ONLY,136
TRUE,FROM,106288
MUST,SPIT,2266
BAND,INTO,27698
LEAN,DIET,923
WITH,MIPS,837
JEAN,SEES,605
GIRL,LOST,12506
ALSO,SEIT,230
WHEN,LEON,11201
RUSH,HOLT,1081
HILL,DRAG,88
NEAR,PISA,6121
BLUE,BOOK,259768
BONN,THEY,384
THAT,ALEX,50834
MUDS,NEAR,226
NEAR,WARM,1694
TERR,PHYS,607
FACT,CAME,22131
MOON,WERE,53349
LANE,WELL,782
GALL,PLAN,1324
VERY,ROOM,59340
DEUX,MOIS,10697
HAVE,WITH,858209
WANT,CAMP,118
VIEW,FREE,2349
CITE,HOLY,61
NODE,RING,751
FROM,POOR,291639
LIFE,FULL,54536
FOOT,WITH,227809
THEN,HEAD,124923
SAME,BEND,1588
GAON,DIED,109
GREG,HERE,332
WHEN,ALVA,2700
SLEW,TILL,280
FIRM,THAT,439867
CORE,LESS,428
MORS,THAN,3035
DENY,NEWS,88
JUST,COGS,785
ROME,SAID,3857
WHEN,PENS,515
ONCE,BIDS,487
TELL,JOCK,273
GANG,THAT,41855
AUNT,OLYA,982
WITH,PALI,2067
FELT,WHAT,65301
RUDE,SEMI,245
VAST,LAND,41127
HAVE,WORN,235185
CHAS,ALSO,47
INTO,NATO,22470
BANK,WERE,118341
YUEN,SHIU,418
HIST,ONES,88
LAND,TOLD,1532
THUS,DENY,7062
LUCK,DOES,5726
AREA,UPON,16409
THIS,WORK,9722171
THIS,FEED,17606
BAND,ONCE,2751
LINK,WRAY,1176
SHOP,WORK,49740
SALE,FROM,45562
MINE,THAN,16665
LEFT,FOUR,34980
LATE,POPE,18191
ZOOM,HERE,64
DATE,WILL,76464
TOPS,HERE,543
ESSE,DEUM,3791
BARS,HURT,58
ALSO,FENN,184
ONCE,UPON,632769
PRAY,OVER,37728
THAT,NAZI,30954
WIFE,THOU,1177
ONLY,DEAD,32778
WARM,FOOD,16878
LIKE,GLUE,24997
MERE,BABY,7290
OPEN,KEEP,279
THIS,LETS,51907
ALSO,FROM,1815998
GETS,LESS,31243
LIKE,VEIT,120
CASH,ROWS,620
STAY,ONCE,2920
LEAF,LARD,4467
DEAL,HALF,190
CASE,SNAP,80
CITY,OWES,5867
YARD,JUST,7197
FREE,TEXT,36413
VERY,MILD,180639
WILL,SHEW,124087
BEER,DUTY,4936
LORD,WHIT,338
DOAN,LOVE,57
FROM,WIND,106902
ONLY,MINA,206
THEY,ALSO,9513202
WANT,WITH,211949
CHEW,COCA,2777
LIKE,SOHO,828
THAT,WILF,618
FENG,ALSO,976
FULL,FILE,6952
WIFE,LIED,508
WEAR,TYPE,706
WARE,SEEM,353
SKIE,WITH,373
TIDE,POLE,489
WILL,THEN,2934942
WERE,BUIH,152
FRED,REIF,119
TOWN,MILK,1924
SELL,WIND,341
GALE,DEAD,389
THAT,ROOM,437046
CAPE,FEAR,141319
TERM,TERM,9385
WITH,HAIF,84
WIRY,HAIR,12611
MUST,STAB,774
ANNA,HARE,85
GROW,SOME,26680
FIVE,SAID,7419
CASE,MOST,33975
RIDE,DOWN,96308
SABE,AMAR,83
EACH,FUEL,13844
THIS,KIND,11421475
THEY,FIND,2124082
AGES,CARE,74
UPON,THEE,226035
BEST,HAZY,356
MAIL,ROOM,28333
LONG,RELY,214
LIFO,THAN,421
BOTH,GLAD,10241
INTO,YIIN,178
BOMB,HIGH,195
LEGS,LOSS,66
MEHR,HALT,132
AAAI,FALL,1671
NEWS,DESK,13725
MILO,THIS,57
FILM,STOP,317
SALE,TIME,2485
UPON,PUSH,115
FROM,SECT,11613
PAUL,MORE,5240
EVEN,WASH,8755
ACTU,VULT,47
WILD,WORM,353
SIZE,SACK,149
WEST,SHOW,52360
GREW,WITH,142668
YARD,CREW,1816
BUSY,CARE,2057
DVDS,HAVE,1460
WIND,WORK,2338
MAPS,YOUR,548
WITH,EASY,171919
WARN,THEM,163830
STOP,YOUR,115197
THAT,CAPT,3904
FIRE,WITH,504685
CLUB,CREW,406
GRID,MUST,6564
WILD,WIND,24599
CPUS,ONLY,99
THEY,SHIT,2357
THAT,SEAL,20855
BEEN,NOSE,359
KNOW,BLUE,1103
STUB,AXLE,3404
HELP,EACH,325612
CAME,DOWN,2818262
HOGG,LEFT,450
WITH,EDTA,29679
THIN,MICA,4942
PLUS,COIN,156
NEXT,STEP,2170643
PREK,LEAP,61
FLAT,CALM,14038
TOUR,LONG,451
EVEN,MADE,309456
ZERO,KNEW,104
KNEW,LORD,7528
DRAW,WITH,73335
MALE,THEY,5832
ASIA,BEST,107
WERE,KNIT,13776
HARD,BEAM,364
NEAR,JEFF,199
SICK,PLAY,163
TUDE,DOES,43
ARCS,BACK,685
MOVE,WAVE,60
LORD,BRAY,1308
PLOT,SHOW,1946
MAKE,INCH,218
WIRE,JOHN,142
OPEN,DEAD,774
LEGS,INTO,41137
EVEN,CAGE,232
JOAN,FORD,389
UPON,MISS,31306
SELL,SELL,1677
FIVE,ARCS,746
NAME,TAPE,1069
ALMA,ROAD,1280
MAIN,FLAT,697
TYPE,ECHO,1656
DEED,INTO,4598
RANK,WORE,1707
RUDY,OVER,149
DOES,ROCK,1322
MUST,LOOK,1122268
HAVE,BOYD,117
WERE,DEAD,795721
GOOD,MINE,3784
BOYS,SUIT,45
WIFE,WERE,394667
HUGE,FREE,1741
WILL,GROW,1198391
NOSE,BACK,5599
TELL,MIMI,612
FIVE,SONS,137144
YELL,LIKE,8042
BEER,BEER,1921
KNIT,BROW,2226
POEM,MEET,130
ZIJN,HULP,195
FELT,EVEN,120599
HOES,ALSO,166
SHOW,JUNG,112
DOWN,WHEN,453855
TEST,PARA,77
EAST,EAST,7166
MUST,ALSO,5432017
SANS,DUST,47
BONA,ROBA,1150
READ,MOLL,222
ARZT,GION,102
THUS,ENDS,48188
LAMB,SENT,1064
YOUR,KEEL,1793
HAND,POKE,78
SORT,THAN,26318
WORN,WAYS,895
LOCK,LIST,457
WITH,REAR,25701
PAIR,HAVE,20327
WHEN,READ,122903
THAN,ROOM,12738
WITH,FORD,63091
LAZY,LEAP,52
BITS,RATE,130
HAVE,LOTS,221296
CARE,TILL,3707
TREE,FROM,146729
FIND,RENO,127
THEM,ALSO,544144
COLD,THEY,21901
YOUR,FAIR,53754
VIEW,VOID,84
WHEN,TOFU,169
MUCH,MORE,25801051
HAND,BOOK,56032
POOR,CORD,62
SEAS,WERE,80372
SEES,UPON,4058
HANS,MADE,1819
JUNK,FROM,9588
GOOD,LAMA,345
FURS,BACK,1373
SOME,CLUB,13949
PATH,TYPE,4881
KEEN,NOSE,6972
BEND,LEFT,2868
HAIR,SIGN,80
DREW,FROM,451604
WASH,PANS,712
PLUS,NOUN,3809
FROM,LOOE,1035
LAST,NOON,1012
MALE,BODY,114473
LOVE,YOUR,447401
THEM,WIIH,425
SING,SOLO,1700
URUS,BULL,73
YORK,FROM,154635
NTSB,TEAM,117
THAT,TOOK,1763064
WEIL,FAST,101
FINE,HAZE,1658
SAID,TANE,331
GRAY,HAIR,297768
VASE,FOOD,108
SEND,THEM,1136040
MERE,JOBS,476
FROM,FORT,496243
TOLL,MUST,1124
LONG,JOAN,172
THAT,LOSE,29296
OVER,CASH,18039
THAT,MYTH,59667
WORK,THIS,283521
EGGS,WERE,252160
FACT,HAVE,202227
GLEN,ALSO,667
BEEN,FURY,265
HIGH,POUR,1463
REAR,LESS,148
SAID,SEAT,1563
WERO,GOOD,86
LINE,DIVE,92
ELSE,YOUR,18892
SOLE,DUTY,25976
TEST,TREE,1389
CART,NEXT,1568
PAUL,HOPE,492
JOSH,MOST,48
TYPE,MICE,17775
PREY,WITH,42226
MUCH,MUCH,26451
SLOW,THEM,25400
BARN,WERE,10773
THAT,TROM,214
ERIC,GILL,26734
SEEK,HELP,245815
THOU,DEEP,4711
SOUL,GOOD,5190
VERV,GOOD,2563
FACT,BOOK,64758
NINE,FOOT,8465
LORD,GIVE,25787
SIZE,LEGS,182
PART,ONLY,236634
ONLY,TIME,942851
FROM,JESS,3321
JOBS,WHEN,41967
JUST,WAIT,262722
DITE,ISLE,401
SEEM,MANY,3275
THOU,LOOK,9766
DOTH,SUCH,2244
LAND,RACE,2252
HAYS,USES,118
WHOM,WERE,1954210
WERE,MADE,12841378
LIKE,MANY,2085759
ONLY,COLD,25662
SENT,POST,20388
HOPE,WILL,307940
WILL,SHIP,22810
ONLY,THEN,1328559
WORN,THOU,47
LIKE,WEIL,588
THAT,BLEW,109154
BEEN,SENT,2484246
BIND,DOWN,9445
BEEN,MUCH,2342267
MANN,WIRD,409
THEN,LIKE,87294
THAN,THAT,20039809
CLUE,LIES,5457
REAP,THAT,5377
SUNG,FROM,15122
UMMA,ALSO,100
HUFF,FROM,702
TERM,BANK,26949
VERY,WARS,1025
TIME,BEEN,590235
THEY,HALT,14064
SEEN,THAT,6485553
HEAD,THAT,471326
BAND,WHEN,20929
VERY,DEAR,323116
ZERO,USED,739
TUNC,ISTA,181
PICS,FILE,333
SEEM,MORE,617562
THAN,DATA,30622
PAIX,WITH,612
WELL,GARY,162
KEEP,WERE,3578
SILT,FINE,1478
NEXT,TOSS,4273
GOWN,TIES,112
HERE,PASS,8169
TYPE,DRUG,3159
TYRE,YARN,418
OHNE,BILD,178
WERE,DEDE,520
OVER,FIRE,19281
BARS,DROP,199
CITY,BILL,1458
THAT,SUFI,2356
SOME,PILL,1462
PACK,TUNA,496
FROM,MEAN,49696
KAON,INTO,110
SAME,SORT,844400
PEER,KHAN,922
MORE,ARID,47586
GAZE,FELL,37755
IPSA,ACIE,63
WITH,SITE,35297
SEEK,HEAT,234
SIZE,MAKE,6436
LIKE,THAN,51016
SOME,TASK,56841
KEEP,THAN,4980
LOOP,WITH,79899
WEAK,TONE,2678
GODS,JUST,2569
MAKE,ROOM,681251
TYPE,DATE,13735
MOVE,PAIR,105
LIKE,ARCS,703
WILL,TAKE,7210679
HAVE,KEPT,1342862
BONE,LUNG,221
EVEN,GILT,490
FROM,GARD,582
LESS,THIS,28054
CODE,ZONE,430
BEST,KEEP,15692
SAME,DUKE,4659
OVER,TRAN,57
SLIM,BOOK,6112
TOES,FELL,337
BEAN,LOOK,172
UGLY,ROCK,670
PINS,WORN,486
WARS,FELL,581
REEF,TOOK,215
DOWN,MOOD,1280
BOOK,MERE,711
MAIN,ROLL,2302
SWIM,WHEN,8115
YOUR,TEST,110354
OVER,HACK,61
HARI,HERE,233
FULL,YAWN,138
FAKE,LAKE,181
HEAD,LORD,759
TIME,GOOD,15486
CARS,BEAT,140
RAYS,SWIM,305
SLIM,REED,921
FROM,GELL,522
FROM,TODD,8968
DEIN,BUCH,105
THIS,SEVA,266
WERE,VERB,388
LAST,SHOW,26473
WEEK,HERE,17655
MEAN,FAST,1461
FALO,ALTO,168
LAST,OCCU,45
PIED,PIED,99
SEND,BACK,185844
CORD,EDGE,404
PLAY,TRAP,106
LIDS,TIED,56
WITH,UFFI,371
BOOK,WANG,63
GOOD,SKIN,19571
BLUE,BEAM,3305
STEP,WERE,21360
WANT,GAVE,297
MAKE,SAID,7832
RAMU,AREA,304
JUST,WENT,250874
TIME,NONE,23718
FACE,IDEA,112
WISH,ONLY,52550
ELSE,WILL,344592
ROOT,BEER,66187
CORN,DISH,513
HAND,PICK,5078
DOUR,FACE,2911
LORD,FIVE,1041
NECK,GREW,2939
THIS,RULE,2729343
POLY,WILL,260
JEST,OVER,1510
GIDE,FELL,62
FANG,PING,317
PREY,GAME,113
IOWA,JULY,579
ELLY,LEFT,99
WHEN,DITA,183
FOAM,FROM,27937
PURE,CDNA,66
COMO,TODO,1915
MEEK,ONES,1002
THAT,FICK,1044
NOOK,NEAR,1878
WITH,ARMS,604188
LAKE,TITI,135
HEAR,IDLE,274
GIVE,HINT,1120
CALF,CALF,536
GAVE,THAT,167613
HOLD,SDRS,420
SLID,AWAY,43933
FIRE,KEPT,15136
EYES,WORE,4150
TAIL,HAIR,4911
BEST,SONG,15179
NEON,OVER,382
BEST,MESS,433
OPEN,HIGH,7315
KUKI,AREA,82
WHAT,SOON,19199
BIKE,HIRE,3095
TALL,GATE,2592
TUBE,BEAR,131
MOST,HANG,561
GODS,SAKE,5776
SARA,ALSO,2359
MEEK,USED,87
THEY,RELY,199810
HEAR,SOON,8113
LADS,ONCE,289
WERE,HARD,473600
BEST,ABLE,155139
FRAP,WITH,81
MANY,PTAS,202
DROP,ALSO,2713
BARS,WERE,99401
HATH,BYNN,194
SALT,HILL,6949
THEY,MAKE,3620802
MARX,THAT,21361
TOOK,LIFE,22043
VERY,SELF,155606
SHOW,SOME,561272
EVER,YEAR,1972
MUCH,DIRE,270
ONLY,LAID,28635
LEFT,THAT,461167
BLEW,LESS,505
UNIT,AREA,548998
PETS,FROM,5110
TONY,KAYE,1048
HILL,LAST,3424
EMMA,DEAN,3468
GOOD,POLO,1562
DUMA,LAID,49
FILL,PITA,144
FELL,BACK,1037807
ROCK,HALF,2324
YEAH,BOSS,220
SAID,WHAT,334920
FLOW,ICON,818
MORE,LAWS,26951
LIKE,NAOH,542
MORE,FURS,3827
SAFE,UNIT,2265
MALE,ROLE,80848
GEOL,STUD,99
TAKE,SURE,1264
WILL,LIFE,10973
MANY,ONES,5682
ARAB,FACE,1190
MADE,ZOLA,234
DEAD,PAST,51747
PALE,HALO,1526
THIS,THEN,404118
SAID,BUSH,8885
THEY,FALL,779814
WITH,MOST,2167595
DONE,DEUX,220
BEAR,SUCH,95461
LIKE,BARS,9156
CORE,TRAY,58
MARS,ONCE,1734
VERY,SLIP,403
MOST,FAIR,35271
THIN,ONES,18912
BACK,DEAR,664
THAT,THAD,2105
MERE,WIND,3814
WITH,LAKE,63236
VERY,FINE,1991256
GAVE,MUCH,151853
THEN,WITH,1543218
KHOO,SIAK,565
